id,section,difficulty,topic,question,A,B,C,D,answer
AIML_Training_048,AI & ML,Hard,Training,What is self-paced learning?,"Model selects which samples to train on (starts with easy, adds hard)",Curriculum learning,Data augmentation,Active learning,A
AIML_Training_049,AI & ML,Hard,Training,What is hard negative mining?,Selecting difficult negative examples for more effective training,Using all negatives,Random negative selection,Ignoring negatives,A
AIML_Training_050,AI & ML,Medium,Training,What is class-balanced sampling?,Drawing equal samples per class per batch during training,Random sampling,Stratified sampling,Weighted sampling,A
AIML_Training_051,AI & ML,Medium,Training,What is weighted random sampling?,Each sample drawn with probability proportional to its weight,Uniform sampling,Stratified sampling,Systematic sampling,A
AIML_Training_052,AI & ML,Hard,Training,What is gradient norm?,L2 norm of all gradients — used in gradient clipping,Loss value,Parameter count,Learning rate value,A
AIML_Training_053,AI & ML,Hard,Training,Why monitor gradient norms during training?,Detect exploding gradients and training instability,For early stopping only,For batch selection,For learning rate selection,A
AIML_Training_054,AI & ML,Hard,Training,What is loss masking?,Ignoring loss contribution from padding tokens or irrelevant positions,Data masking,Attention masking,Dropout masking,A
AIML_Training_055,AI & ML,Hard,Training,What is auxiliary loss?,Additional loss term added to help training of intermediate representations,Main loss,Validation loss,Regularization loss,A
AIML_Training_056,AI & ML,Medium,Training,What is multi-task learning?,Training one model on multiple related tasks simultaneously,Ensemble of models,Transfer learning,Fine-tuning,A
AIML_Training_057,AI & ML,Medium,Training,What is pretraining?,Training model on large general dataset before fine-tuning on task,Fine-tuning,Transfer learning,Warm start,A
AIML_Training_058,AI & ML,Easy,Training,What is the difference between pretraining and fine-tuning?,Pretraining on large data; fine-tuning adapts to specific task,Both are the same,Fine-tuning on large data,Pretraining on small data,A
AIML_Training_059,AI & ML,Medium,Training,What is feature extraction (frozen layers)?,Using pre-trained model as fixed feature extractor; only train top layers,Full fine-tuning,Random initialization,Hyperparameter tuning,A
AIML_Training_060,AI & ML,Hard,Training,What is catastrophic forgetting?,Neural network forgets previously learned tasks when trained on new ones,Overfitting on new task,Underfitting,Gradient vanishing,A
AIML_Training_061,AI & ML,Hard,Training,Continual learning addresses:,Learning new tasks without forgetting old ones,Batch learning,Transfer learning,Multi-task learning,A
AIML_Training_062,AI & ML,Hard,Training,What is Elastic Weight Consolidation (EWC)?,Prevents catastrophic forgetting by penalizing changes to important weights,Standard L2 regularization,Dropout variant,Early stopping,A
AIML_Training_063,AI & ML,Hard,Training,What is knowledge distillation training?,Student network trained to match teacher network's soft probability outputs,Standard supervised training,Fine-tuning,Ensemble training,A
AIML_Training_064,AI & ML,Hard,Training,What is temperature scaling in distillation?,Softens teacher's probability distribution to transfer more information,Hard label training,Learning rate scaling,Batch size scaling,A
AIML_Training_065,AI & ML,Hard,Training,What is neural network pruning during training?,Removing unnecessary connections while maintaining performance,Adding connections,Regularization only,Feature selection,A
AIML_Training_066,AI & ML,Hard,Training,What is lottery ticket hypothesis?,Dense networks contain sparse subnetworks ('winning tickets') that train well alone,All neurons equally important,Pruning always hurts,Dense is always better,A
AIML_Training_067,AI & ML,Hard,Training,What is progressive resizing in image training?,"Training on small images first, gradually increasing resolution",Random resizing,Standard augmentation,Batch size strategy,A
AIML_Training_068,AI & ML,Hard,Training,What is test-time augmentation (TTA)?,Averaging predictions over multiple augmented versions of test input,Standard augmentation,Validation augmentation,Training augmentation only,A
AIML_Training_069,AI & ML,Hard,Training,What is gradient tape in TensorFlow?,Context manager recording operations for automatic differentiation,Gradient clipping,Variable tracking,Loss recording,A
AIML_Training_070,AI & ML,Medium,Training,What is autograd in PyTorch?,Automatic differentiation engine tracking operations for backprop,Manual gradient computation,Training loop helper,Data loading utility,A
AIML_Training_071,AI & ML,Medium,Training,What is the purpose of optimizer.zero_grad() in PyTorch?,Clears accumulated gradients before computing new ones,Resets model weights,Clears batch data,Resets learning rate,A
AIML_Training_072,AI & ML,Easy,Training,What is loss.backward() in PyTorch?,Computes gradients via backpropagation,Updates weights,Clears gradients,Loads next batch,A
AIML_Training_073,AI & ML,Easy,Training,What is optimizer.step() in PyTorch?,Updates model parameters using computed gradients,Computes gradients,Clears gradients,Evaluates model,A
AIML_Training_074,AI & ML,Medium,Training,What is model.train() vs model.eval() in PyTorch?,train(): activates dropout/batch norm; eval(): deactivates them,Same behavior,eval() trains on eval data,train() evaluates,A
AIML_Training_075,AI & ML,Medium,Training,What is torch.no_grad() used for?,Disables gradient computation for inference (saves memory),Enables gradient computation,Clears gradients,Resets model,A
AIML_Training_076,AI & ML,Easy,Training,What is validation loss used for during training?,Monitor overfitting; guide early stopping; select best model,Only for reporting,Final evaluation,Replacing test set,A
AIML_Training_077,AI & ML,Medium,Training,What is model checkpointing?,Saving model at best validation performance during training,Saving at each epoch,Saving final model only,Saving initial weights,A
AIML_Training_078,AI & ML,Medium,Training,What is early stopping criteria?,Validation loss not improving for N consecutive epochs (patience),Training loss threshold,Fixed epoch count,Fixed time limit,A
AIML_Training_079,AI & ML,Hard,Training,What is the effect of batch normalization on training?,"Stabilizes training, allows higher LR, acts as mild regularizer",Only speeds up training,Only regularizes,No effect on LR,A
AIML_Training_080,AI & ML,Medium,Training,What is layer freezing in fine-tuning?,Preventing early layers from updating (keep pre-trained features),Preventing all layers from updating,Dropout on early layers,L2 regularization on early layers,A
AIML_Training_081,AI & ML,Hard,Training,What is discriminative fine-tuning?,Using different learning rates for different layers (lower for early),Same LR for all layers,Freezing some layers,Removing some layers,A
AIML_Training_082,AI & ML,Hard,Training,What is cyclical fine-tuning?,Cycle between training different layer groups with varying LR,Standard fine-tuning,Cyclic LR only,Curriculum learning,A
AIML_Training_083,AI & ML,Hard,Training,What is label smoothing and its effect on training?,Softens hard labels to prevent overconfidence; improves calibration,Harder training targets,Larger loss values,More overfitting,A
AIML_Training_084,AI & ML,Hard,Training,What is stochastic depth (DropPath)?,Randomly drops entire residual blocks during training,Dropout on individual neurons,Layer-wise dropout,Attention dropout,A
AIML_Training_085,AI & ML,Medium,Training,What is the effect of weight decay (L2) on trained weights?,"Pulls weights toward zero, preventing large weights",Randomly zeroes weights,Clips weights,Normalizes weights,A
AIML_Training_086,AI & ML,Hard,Training,What is mini-batch statistics vs population statistics in batch norm?,Training uses mini-batch stats; inference uses running stats,Both use mini-batch,Both use running stats,No statistics used,A
AIML_ML_Formula_001,AI & ML,Easy,ML Formula,Linear regression: ŷ = ?,β₀ + β₁x₁ + β₂x₂ + ... + βₙxₙ,β₀ × β₁x₁,β₀ + x₁,Σβᵢ,A
AIML_ML_Formula_002,AI & ML,Easy,ML Formula,Mean Squared Error (MSE) = ?,(1/n)Σ(yᵢ − ŷᵢ)²,(1/n)Σ|yᵢ − ŷᵢ|,√[(1/n)Σ(yᵢ − ŷᵢ)²],Σ(yᵢ − ŷᵢ)²/2,A
AIML_ML_Formula_003,AI & ML,Easy,ML Formula,Root Mean Squared Error (RMSE) = ?,√MSE,MSE²,MSE/n,(MSE)²,A
AIML_ML_Formula_004,AI & ML,Easy,ML Formula,Mean Absolute Error (MAE) = ?,(1/n)Σ|yᵢ − ŷᵢ|,(1/n)Σ(yᵢ − ŷᵢ)²,√[(1/n)Σ|yᵢ − ŷᵢ|],Σ|yᵢ − ŷᵢ|/2,A
AIML_ML_Formula_005,AI & ML,Medium,ML Formula,R² (Coefficient of Determination) = ?,1 − SS_res/SS_tot,SS_res/SS_tot,SS_tot/SS_res,1 + SS_res/SS_tot,A
AIML_ML_Formula_006,AI & ML,Medium,ML Formula,SS_tot = ?,Σ(yᵢ − ȳ)²,Σ(yᵢ − ŷᵢ)²,Σ(ŷᵢ − ȳ)²,Σyᵢ²,A
AIML_ML_Formula_007,AI & ML,Medium,ML Formula,SS_res = ?,Σ(yᵢ − ŷᵢ)²,Σ(yᵢ − ȳ)²,Σ(ŷᵢ − ȳ)²,Σyᵢ²,A
AIML_ML_Formula_008,AI & ML,Easy,ML Formula,Accuracy = ?,(TP + TN)/(TP + TN + FP + FN),TP/(TP + FP),TP/(TP + FN),(TP + FP)/(Total),A
AIML_ML_Formula_009,AI & ML,Easy,ML Formula,Precision = ?,TP/(TP + FP),TP/(TP + FN),TN/(TN + FP),(TP + TN)/Total,A
AIML_ML_Formula_010,AI & ML,Easy,ML Formula,Recall (Sensitivity) = ?,TP/(TP + FN),TP/(TP + FP),TN/(TN + FN),FP/(FP + TN),A
AIML_ML_Formula_011,AI & ML,Medium,ML Formula,Specificity = ?,TN/(TN + FP),TP/(TP + FN),TN/(TN + FN),FP/(FP + TN),A
AIML_ML_Formula_012,AI & ML,Medium,ML Formula,F1-Score = ?,2 × (Precision × Recall)/(Precision + Recall),Precision + Recall,Precision × Recall,(Precision + Recall)/2,A
AIML_ML_Formula_013,AI & ML,Hard,ML Formula,F-beta Score = ?,(1 + β²) × (P × R)/(β²P + R),β × (P + R),P × R × β,(P + R)/(2β),A
AIML_ML_Formula_014,AI & ML,Easy,ML Formula,Sigmoid function σ(x) = ?,1/(1 + e^−x),e^x/(1 + e^x),1 − e^−x,tanh(x/2),A
AIML_ML_Formula_015,AI & ML,Medium,ML Formula,Softmax: P(class k) = ?,e^zₖ / Σⱼ e^zⱼ,zₖ / Σzⱼ,e^zₖ,1/(1 + e^−zₖ),A
AIML_ML_Formula_016,AI & ML,Easy,ML Formula,ReLU: f(x) = ?,"max(0, x)","max(−1, x)","min(0, x)",|x|,A
AIML_ML_Formula_017,AI & ML,Medium,ML Formula,Tanh: f(x) = ?,(e^x − e^−x)/(e^x + e^−x),1/(1 + e^−x),"max(0,x)",e^x,A
AIML_ML_Formula_018,AI & ML,Hard,ML Formula,Leaky ReLU: f(x) = ?,"max(αx, x) where α is small positive","max(0, x)","min(αx, x)",αx for all x,A
AIML_ML_Formula_019,AI & ML,Hard,ML Formula,ELU: f(x) = ?,"x if x>0, else α(e^x − 1)","max(0,x)","αx if x<0, else x",x²,A
AIML_ML_Formula_020,AI & ML,Medium,ML Formula,Cross-entropy loss (binary) = ?,−[y log(p) + (1−y) log(1−p)],−Σyᵢ log(pᵢ),Σ(y − p)²,−log(p),A
AIML_ML_Formula_021,AI & ML,Hard,ML Formula,Cross-entropy loss (multiclass) = ?,−Σₖ yₖ log(pₖ),−log(pₖ),Σ(yₖ − pₖ)²,−y log(p),A
AIML_ML_Formula_022,AI & ML,Easy,ML Formula,Gradient descent update rule: w = ?,w − η∇L(w),w + η∇L(w),∇L(w) − w,w/∇L(w),A
AIML_ML_Formula_023,AI & ML,Easy,ML Formula,L1 regularization penalty = ?,λΣ|wᵢ|,λΣwᵢ²,λ√Σwᵢ²,λΣwᵢ,A
AIML_ML_Formula_024,AI & ML,Easy,ML Formula,L2 regularization penalty = ?,λΣwᵢ²,λΣ|wᵢ|,λΣwᵢ,λ√Σwᵢ²,A
AIML_ML_Formula_025,AI & ML,Hard,ML Formula,Elastic Net = ?,αλΣ|wᵢ| + (1−α)λΣwᵢ²,λΣ|wᵢ| + λΣwᵢ²,λΣ|wᵢ| only,λΣwᵢ² only,A
AIML_ML_Formula_026,AI & ML,Easy,ML Formula,KNN distance (Euclidean) = ?,√Σ(xᵢ − yᵢ)²,Σ|xᵢ − yᵢ|,max|xᵢ − yᵢ|,Σ(xᵢ − yᵢ),A
AIML_ML_Formula_027,AI & ML,Easy,ML Formula,Manhattan distance = ?,Σ|xᵢ − yᵢ|,√Σ(xᵢ − yᵢ)²,max|xᵢ − yᵢ|,Σ(xᵢ − yᵢ)²,A
AIML_ML_Formula_028,AI & ML,Medium,ML Formula,Cosine similarity = ?,(A·B)/(|A||B|),A·B,|A−B|,A×B/|A+B|,A
AIML_ML_Formula_029,AI & ML,Hard,ML Formula,Naive Bayes: P(y|x) ∝ ?,P(y) × ΠP(xᵢ|y),P(y) + ΣP(xᵢ|y),P(xᵢ|y)/P(y),P(y)/P(x),A
AIML_ML_Formula_030,AI & ML,Medium,ML Formula,Bayes theorem: P(A|B) = ?,P(B|A)P(A)/P(B),P(A)P(B),P(B|A)/P(A),P(A)×P(B|A),A
AIML_ML_Formula_031,AI & ML,Medium,ML Formula,Entropy: H(X) = ?,−Σ p(x) log₂ p(x),Σ p(x) log₂ p(x),−Σ p(x),Σ p(x)²,A
AIML_ML_Formula_032,AI & ML,Medium,ML Formula,Information Gain = ?,Entropy(parent) − weighted Entropy(children),Entropy(parent) + Entropy(children),Entropy(parent)/Entropy(children),Entropy(children) − Entropy(parent),A
AIML_ML_Formula_033,AI & ML,Hard,ML Formula,Gini impurity = ?,1 − Σ pᵢ²,Σ pᵢ²,Σ pᵢ(1−pᵢ),−Σ pᵢ log pᵢ,A
AIML_ML_Formula_034,AI & ML,Hard,ML Formula,KL Divergence: D_KL(P||Q) = ?,Σ P(x) log(P(x)/Q(x)),Σ P(x) log(Q(x)/P(x)),Σ|P(x) − Q(x)|,Σ(P(x) − Q(x))²,A
AIML_ML_Formula_035,AI & ML,Hard,ML Formula,Jensen-Shannon Divergence = ?,(1/2)[D_KL(P||M) + D_KL(Q||M)] where M=(P+Q)/2,D_KL(P||Q),D_KL(Q||P),(D_KL(P||Q) + D_KL(Q||P))/2,A
AIML_ML_Formula_036,AI & ML,Hard,ML Formula,Pearson correlation: r = ?,Σ(xᵢ−x̄)(yᵢ−ȳ)/[√Σ(xᵢ−x̄)²√Σ(yᵢ−ȳ)²],"Cov(X,Y)","Cov(X,Y)/Var(X)",Σxᵢyᵢ/n,A
AIML_ML_Formula_037,AI & ML,Medium,ML Formula,"Covariance: Cov(X,Y) = ?",E[(X−μₓ)(Y−μᵧ)],E[X]E[Y],E[X+Y],Var(X)+Var(Y),A
AIML_ML_Formula_038,AI & ML,Easy,ML Formula,Variance: Var(X) = ?,E[(X−μ)²],E[X]²,E[X²],E[X],A
AIML_ML_Formula_039,AI & ML,Easy,ML Formula,Standard deviation = ?,√Var(X),Var(X)²,Var(X)/n,1/Var(X),A
AIML_ML_Formula_040,AI & ML,Hard,ML Formula,Bias of an estimator = ?,E[θ̂] − θ (expected estimate minus true value),θ − E[θ̂],Var(θ̂),E[(θ̂−θ)²],A
AIML_ML_Formula_041,AI & ML,Hard,ML Formula,MSE of estimator = Bias² + ?,Variance,Standard deviation,Covariance,Correlation,A
AIML_ML_Formula_042,AI & ML,Easy,ML Formula,Z-score standardization: z = ?,(x − μ)/σ,(x − min)/(max − min),x/σ,(x − median)/IQR,A
AIML_ML_Formula_043,AI & ML,Easy,ML Formula,Min-Max normalization: x' = ?,(x − min)/(max − min),(x − μ)/σ,x/max,x − min,A
AIML_ML_Formula_044,AI & ML,Hard,ML Formula,Silhouette score: s(i) = ?,"(b(i) − a(i))/max(a(i), b(i))",a(i)/(b(i)+a(i)),b(i)−a(i),a(i)/b(i),A
AIML_ML_Formula_045,AI & ML,Hard,ML Formula,Adjusted Rand Index (ARI) = ?,(RI − Expected_RI)/(max_RI − Expected_RI),RI directly,RI × 2,RI − 0.5,A
AIML_ML_Formula_046,AI & ML,Medium,ML Formula,Support in association rules = ?,count(A∪B)/N,P(B|A),P(A)×P(B),count(A)/N,A
AIML_ML_Formula_047,AI & ML,Medium,ML Formula,Confidence in association rules = ?,count(A∪B)/count(A),count(A∪B)/N,P(A)/P(B),count(B)/N,A
AIML_ML_Formula_048,AI & ML,Hard,ML Formula,Lift = ?,Support(A∪B)/(Support(A)×Support(B)),Confidence(A→B)/Support(A),Support(A)/Support(B),P(A∩B),A
AIML_ML_Formula_049,AI & ML,Easy,ML Formula,AUC (Area Under ROC) ideal value:,1.0 (perfect; random = 0.5),0.5,0.0,0.75,A
AIML_ML_Formula_050,AI & ML,Medium,ML Formula,"ROC curve axes: X=?, Y=?","X=FPR (1-Specificity), Y=TPR (Recall/Sensitivity)","X=Precision, Y=Recall","X=Accuracy, Y=Loss","X=Recall, Y=Precision",A
AIML_ML_Formula_051,AI & ML,Medium,ML Formula,FPR = ?,FP/(FP + TN),TP/(TP + FP),FN/(FN + TP),TN/(TN + FP),A
AIML_ML_Formula_052,AI & ML,Hard,ML Formula,Precision-Recall AUC is better than ROC AUC when:,Dataset is heavily imbalanced,Dataset is balanced,Model is neural network,Model is linear,A
AIML_ML_Formula_053,AI & ML,Hard,ML Formula,Log loss = ?,−(1/n)Σ[yᵢ log(ŷᵢ) + (1−yᵢ)log(1−ŷᵢ)],(1/n)Σ(yᵢ−ŷᵢ)²,−Σyᵢ log(ŷᵢ),Σ|yᵢ−ŷᵢ|,A
AIML_ML_Formula_054,AI & ML,Hard,ML Formula,Huber loss (δ): for |y−ŷ| ≤ δ = ?,0.5(y−ŷ)²,δ|y−ŷ| − 0.5δ²,|y−ŷ|,(y−ŷ)²,A
AIML_ML_Formula_055,AI & ML,Hard,ML Formula,Huber loss: for |y−ŷ| > δ = ?,δ|y−ŷ| − 0.5δ²,0.5(y−ŷ)²,(y−ŷ)²,|y−ŷ|,A
AIML_ML_Formula_056,AI & ML,Hard,ML Formula,Hinge loss = ?,"max(0, 1 − y×ŷ)","max(0, y−ŷ)",y log(ŷ),(y−ŷ)²,A
AIML_ML_Formula_057,AI & ML,Hard,ML Formula,Triplet loss = ?,"max(0, d(a,p) − d(a,n) + margin)","d(a,p) − d(a,n)","d(a,n) − d(a,p)","|d(a,p) − d(a,n)|",A
AIML_ML_Formula_058,AI & ML,Hard,ML Formula,Contrastive loss = ?,"y×d² + (1−y)×max(0, m−d)²","y×max(0,m−d)",(1−y)×d²,|y−d|,A
AIML_ML_Formula_059,AI & ML,Hard,ML Formula,Focal loss = ?,−α(1−pₜ)^γ log(pₜ),−log(pₜ),−(1−pₜ)log(pₜ),−γ log(pₜ),A
AIML_ML_Formula_060,AI & ML,Hard,ML Formula,Dice coefficient = ?,2|A∩B|/(|A|+|B|),|A∩B|/|A∪B|,2|A∩B|/|A|×|B|,|A∩B|/|A|,A
AIML_ML_Formula_061,AI & ML,Medium,ML Formula,IoU (Intersection over Union) = ?,Area of Overlap / Area of Union,Area of Overlap only,Area of Union only,Overlap / Area of A,A
AIML_ML_Formula_062,AI & ML,Hard,ML Formula,MAP (Mean Average Precision) in detection = ?,Mean of AP across all classes,Average precision for one class,Mean of all precisions,Average recall,A
AIML_ML_Formula_063,AI & ML,Hard,ML Formula,OLS solution: β = ?,(XᵀX)⁻¹Xᵀy,Xᵀy,(Xᵀy)⁻¹X,Xy,A
AIML_ML_Formula_064,AI & ML,Hard,ML Formula,Ridge regression solution: β = ?,(XᵀX + λI)⁻¹Xᵀy,(XᵀX)⁻¹Xᵀy,Xᵀy/(λ),Xᵀy,A
AIML_ML_Formula_065,AI & ML,Medium,ML Formula,Logistic regression: P(y=1|x) = ?,1/(1 + e^−(wᵀx+b)),wᵀx + b,e^(wᵀx+b),tanh(wᵀx+b),A
AIML_ML_Formula_066,AI & ML,Hard,ML Formula,SVM margin = ?,2/||w||,1/||w||,||w||/2,2||w||,A
AIML_ML_Formula_067,AI & ML,Hard,ML Formula,SVM optimization: minimize ?,(1/2)||w||²,||w||,(1/2)||w||² + C×Σξᵢ (soft margin),Both A and C for respective cases,D
AIML_ML_Formula_068,AI & ML,Hard,ML Formula,PCA: eigenvalue decomposition of ?,Covariance matrix XᵀX/n,Data matrix X,Gram matrix XXᵀ,Correlation matrix,A
AIML_ML_Formula_069,AI & ML,Hard,ML Formula,Variance explained by PC k = ?,λₖ/Σλⱼ (ratio of k-th eigenvalue to sum),λₖ only,λₖ²/Σλⱼ²,1/λₖ,A
AIML_ML_Formula_070,AI & ML,Hard,ML Formula,K-Means objective: minimize ?,Σᵢ Σₓ∈Cᵢ ||x − μᵢ||²,Σᵢ ||μᵢ||²,Σᵢ Σₓ||x||²,Σᵢ|Cᵢ|,A
AIML_ML_Formula_071,AI & ML,Hard,ML Formula,EM algorithm: E-step computes ?,Expected complete-data log likelihood Q(θ|θ_old),Maximum likelihood,Gradient of loss,Posterior of parameters,A
AIML_ML_Formula_072,AI & ML,Hard,ML Formula,ELBO (Evidence Lower BOund) = ?,"E[log p(x,z)] − E[log q(z)] (used in VAE)",log p(x),KL(q||p),E[log q(z)],A
AIML_ML_Formula_073,AI & ML,Hard,ML Formula,VAE reparameterization: z = ?,"μ + σ×ε where ε~N(0,I)","sample from N(μ,σ)",μ only,"N(0,1) sample",A
AIML_ML_Formula_074,AI & ML,Hard,ML Formula,GAN min-max: min_G max_D ?,E[log D(x)] + E[log(1−D(G(z)))],E[D(x)] − E[D(G(z))],E[log G(z)],E[D(G(z))],A
AIML_ML_Formula_075,AI & ML,Hard,ML Formula,"Attention: Attention(Q,K,V) = ?",softmax(QKᵀ/√d_k)V,softmax(QV)K,Q × K × V,softmax(QK),A
AIML_ML_Formula_076,AI & ML,Hard,ML Formula,Scaled dot-product attention scaling by ?,√d_k (square root of key dimension),d_k,d_k²,1/d_k,A
AIML_ML_Formula_077,AI & ML,Hard,ML Formula,BLEU score n-gram precision = ?,clipped count of matching n-grams / total n-grams in hypothesis,Total matches / total in reference,Exact string matches,Character-level matches,A
AIML_ML_Formula_078,AI & ML,Hard,ML Formula,Perplexity = ?,"2^H(p) where H is cross-entropy, or e^(avg loss) for neural LMs",e^accuracy,2^accuracy,1/accuracy,A
AIML_ML_Formula_079,AI & ML,Hard,ML Formula,Expected Calibration Error (ECE) = ?,Weighted average of |accuracy − confidence| across bins,Mean confidence − mean accuracy,Max |accuracy − confidence|,Mean squared calibration error,A
AIML_ML_Formula_080,AI & ML,Hard,ML Formula,F1 harmonic mean formula: 2PR/(P+R) vs arithmetic mean (P+R)/2: which is more conservative?,Harmonic mean (F1) — punishes large gaps between P and R more,Arithmetic mean,Both identical,Neither is conservative,A
AIML_ML_Formula_081,AI & ML,Hard,ML Formula,Macro-averaging F1:,Compute F1 per class then average — treats all classes equally,Weight classes by frequency,Weight by support,Take maximum F1,A
AIML_ML_Formula_082,AI & ML,Hard,ML Formula,Weighted-averaging F1:,"Compute F1 per class, weight by number of true instances (support)",Treat all classes equally,Only for binary,Average then weight,A
AIML_ML_Formula_083,AI & ML,Hard,ML Formula,Cohen's Kappa = ?,(Accuracy − Expected_Accuracy)/(1 − Expected_Accuracy),Accuracy only,F1 × 2,(TP−TN)/N,A
AIML_ML_Formula_084,AI & ML,Hard,ML Formula,Matthews Correlation Coefficient (MCC) = ?,(TP×TN−FP×FN)/√[(TP+FP)(TP+FN)(TN+FP)(TN+FN)],(TP+TN)/N,F1 × Accuracy,Precision − Recall,A
AIML_ML_Formula_085,AI & ML,Hard,ML Formula,Gradient of MSE loss w.r.t. ŷ = ?,2(ŷ − y)/n,(ŷ − y),2(y − ŷ)/n,(y − ŷ),A
AIML_ML_Formula_086,AI & ML,Hard,ML Formula,Gradient of cross-entropy loss w.r.t. logits (after softmax) = ?,ŷ − y (softmax output minus one-hot label),y − ŷ,ŷ × y,y / ŷ,A
AIML_ML_Formula_087,AI & ML,Hard,ML Formula,Chain rule for backprop: ∂L/∂w = ?,(∂L/∂a) × (∂a/∂z) × (∂z/∂w),∂L/∂a + ∂a/∂z,∂L/∂a / ∂z/∂w,∂L/∂z only,A
AIML_ML_Formula_088,AI & ML,Hard,ML Formula,"Xavier initialization variance for layer with n_in, n_out:",2/(n_in + n_out),1/n_in,2/n_in,1/(n_in × n_out),A
AIML_ML_Formula_089,AI & ML,Hard,ML Formula,He initialization variance:,2/n_in,1/n_in,2/(n_in + n_out),1/n_out,A
AIML_ML_Formula_090,AI & ML,Hard,ML Formula,Batch normalization: x_norm = ?,(x − μ_B)/√(σ_B² + ε),(x − μ)/σ,x/σ_B,(x − μ_B),A
AIML_ML_Formula_091,AI & ML,Hard,ML Formula,"After BN normalization, output y = ?",γ × x_norm + β (learnable scale γ and shift β),x_norm only,x_norm + β,γ × x_norm,A
AIML_ML_Formula_092,AI & ML,Hard,ML Formula,Adam update: m = βm + (1−β)g; v = β₂v + (1−β₂)g². Weight update = ?,w − lr × m̂/√(v̂ + ε),w − lr × g,w − lr × m,w − lr/v,A
AIML_ML_Formula_093,AI & ML,Medium,ML Formula,Number of parameters in fully connected layer (n_in→n_out):,n_in × n_out + n_out (weights + biases),n_in × n_out,n_in + n_out,n_in × n_out × 2,A
AIML_ML_Formula_094,AI & ML,Hard,ML Formula,"Convolutional layer parameters: kernel k×k, in_channels C_in, out_channels C_out:",k × k × C_in × C_out + C_out,k × k × C_out,C_in × C_out,k × k × C_in,A
AIML_ML_Formula_095,AI & ML,Hard,ML Formula,"Output size of convolution: (W − F + 2P)/S + 1 where W=input, F=filter, P=padding, S=stride:",Correct formula,(W + F − 2P)/S,(W − F)/S + 1,(W − F + P)/S,A
AIML_ML_Formula_096,AI & ML,Hard,ML Formula,Total variation (TV) loss used for:,Image smoothness regularization in style transfer / super-resolution,Classification loss,Detection loss,Segmentation loss,A
AIML_MLBA_101,AI & ML,Hard,ML Basics,What is the Bayes theorem in ML?,P(A|B) = P(B|A)*P(A)/P(B) — basis for Naive Bayes classifier,Optional formula,Complex theorem,Advanced concept,A
AIML_MLBA_102,AI & ML,Medium,ML Basics,What is a Naive Bayes classifier?,Probabilistic classifier assuming feature independence given class label,Neural network,Decision tree,Ensemble method,A
AIML_MLBA_103,AI & ML,Easy,ML Basics,What is the k-nearest neighbors algorithm?,Classifies by majority vote of k nearest training examples,Distance metric only,Centroid based,Kernel based,A
AIML_MLBA_104,AI & ML,Hard,ML Basics,What is the curse of dimensionality?,Distance metrics become less meaningful in very high dimensional spaces,No such curse,Only for KNN,Only for trees,A
AIML_MLBA_105,AI & ML,Easy,ML Basics,What is a decision tree?,Tree structure where each node is a feature split and leaves are predictions,Neural network,Linear model,Ensemble model,A
AIML_MLBA_106,AI & ML,Medium,ML Basics,What is information gain in decision trees?,Reduction in entropy after splitting on a feature,Gini impurity,Variance reduction,Chi-square stat,A
AIML_MLBA_107,AI & ML,Medium,ML Basics,What is Gini impurity?,Probability of misclassifying a randomly chosen element: 1 - sum(p_i^2),Entropy measure,Variance measure,Error rate,A
AIML_MLBA_108,AI & ML,Medium,ML Basics,What is entropy in decision trees?,Measure of impurity/disorder: -sum(p_i * log2(p_i)),Gini impurity,Variance,Standard deviation,A
AIML_MLBA_109,AI & ML,Medium,ML Basics,What is pruning in decision trees?,Removing branches that provide little predictive power to reduce overfitting,Growing branches,Adding features,Feature selection,A
AIML_MLBA_110,AI & ML,Easy,ML Basics,What is Random Forest?,Ensemble of decision trees trained on bootstrap samples with feature randomness,Single decision tree,Boosted trees,Deep forest,A
AIML_MLBA_111,AI & ML,Medium,ML Basics,What is feature importance in Random Forest?,Average reduction in impurity across all trees for each feature,Feature correlation,Feature selection,Feature ranking,A
AIML_MLBA_112,AI & ML,Hard,ML Basics,What is out-of-bag (OOB) error?,Error estimated on samples not used in training each tree (free validation),Training error,Test error,Cross-validation error,A
AIML_MLBA_113,AI & ML,Medium,ML Basics,What is Gradient Boosting?,Sequentially builds trees to correct residual errors of previous trees,Random Forest,AdaBoost,Bagging,A
AIML_MLBA_114,AI & ML,Medium,ML Basics,What is XGBoost?,"Extreme Gradient Boosting with regularization, parallel processing, and efficiency",Standard GB,LightGBM,CatBoost,A
AIML_MLBA_115,AI & ML,Hard,ML Basics,What is LightGBM?,Gradient boosting using leaf-wise tree growth and histogram-based splits,XGBoost,CatBoost,Standard GB,A
AIML_MLBA_116,AI & ML,Hard,ML Basics,What is CatBoost?,Gradient boosting with native categorical feature handling,XGBoost,LightGBM,Standard GB,A
AIML_MLBA_117,AI & ML,Medium,ML Basics,What is AdaBoost?,Boosting algorithm assigning higher weights to misclassified examples,Gradient Boosting,Random Forest,Bagging,A
AIML_MLBA_118,AI & ML,Medium,ML Basics,What is support vector machine (SVM)?,Finds optimal hyperplane maximizing margin between classes,Neural network,Decision tree,Logistic regression,A
AIML_MLBA_119,AI & ML,Hard,ML Basics,What is the kernel trick in SVM?,Maps features to higher dimension implicitly via kernel function,Feature scaling,Feature selection,Dimensionality reduction,A
